timestamp,frame_number,time_since_start_ms,frame_duration_ms,diameter_um,diameter_std_um,purity_pct,speed_mm_s,crop_height_mm,n_points,centroid_x,centroid_y,measurement_quality,position_mm,is_outlier,section_id,dataset,section_number
2025-12-12T15:12:42.309471,18,2114.275,144.54,469.77,2.38,69.03,0.91,0.1,114,1096.57,59.41,good,0.0,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:42.460123,19,2264.927,150.65200000000002,467.28,6.43,63.43,0.79,0.1,112,1139.7,59.5,good,1.7748270616822843,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:42.590636,20,2395.44,130.51299999999998,463.82,1.83,63.61,0.93,0.1,112,1166.75,59.58,good,3.3123971191746513,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:42.727486,21,2532.29,136.85,461.56,1.97,59.16,0.97,0.1,112,1172.49,59.49,good,4.924623199088764,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:42.847507,22,2652.311,120.021,473.41,1.45,66.01,1.04,0.1,114,1089.37,59.38,good,6.33858729362564,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.008106,23,2812.91,160.599,467.66,3.04,62.21,0.78,0.1,114,1105.99,59.46,good,8.230599688277639,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.136545,24,2941.349,128.439,464.64,2.85,62.88,0.96,0.1,112,1130.13,59.56,good,9.743736008906719,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.294296,25,3099.1,157.751,470.66,2.81,60.29,0.81,0.1,112,1142.29,59.52,good,11.602196194018372,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.425770,26,3230.574,131.47400000000002,466.12,5.66,63.66,1.03,0.1,112,1120.33,59.59,good,13.151087766036124,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.513529,27,3318.333,87.759,469.57,2.16,63.27,1.6,0.1,112,1134.31,59.63,good,14.184974127360068,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.670673,28,3475.4770000000003,157.144,468.35,3.25,62.17,0.76,0.1,112,1124.22,59.67,good,16.036283262194,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.797385,29,3602.1890000000003,126.712,459.83,3.42,59.57,0.97,0.1,112,1153.01,59.62,good,17.52907384340026,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:43.950504,30,3755.308,153.119,464.25,1.73,63.08,0.78,0.1,112,1136.28,59.63,good,19.332964564119063,False,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:44.088920,31,3893.724,138.41600000000005,442.79,2.82,60.57,0.93,0.1,112,1169.89,59.62,good,20.963639646891384,True,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:44.220702,32,4025.506,131.782,448.83,2.32,57.03,0.95,0.1,112,1173.69,59.63,good,22.51615975842402,True,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:44.379097,33,4183.901,158.395,432.01,3.39,57.89,0.77,0.1,112,1199.58,59.47,good,24.3822068897941,True,2025-12-12_151402_section1,2025-12-12_151402,1
2025-12-12T15:12:45.085505,38,4890.309,154.556,417.65,4.29,60.49,0.74,0.1,112,1177.98,59.83,good,0.0,False,2025-12-12_151402_section2,2025-12-12_151402,2
2025-12-12T15:12:45.182691,39,4987.495,97.186,420.88,11.75,60.43,1.67,0.1,112,1151.11,59.84,good,1.1449455886191657,False,2025-12-12_151402_section2,2025-12-12_151402,2
